age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
46,4,2,3,no,973,no,no,0,2,2,297,1,-1,0,0,no
32,1,0,1,no,55,no,no,0,2,2,124,3,-1,0,0,no
38,0,0,2,no,489,yes,no,0,2,2,218,1,-1,0,0,no
40,4,2,0,no,687,yes,no,0,2,2,531,1,208,1,3,yes
44,1,0,0,no,991,no,no,0,2,2,194,1,-1,0,0,no
48,3,1,0,no,303,yes,yes,0,2,2,142,1,189,4,1,no
35,1,1,1,no,688,no,no,0,2,2,504,1,-1,0,0,no
28,1,1,1,no,224,yes,no,0,2,2,97,3,-1,0,0,no
31,2,1,1,no,1625,no,no,0,2,2,158,1,-1,0,0,no
33,1,1,1,no,1021,no,no,0,2,2,734,1,-1,0,0,no
43,1,0,0,yes,16,no,no,0,2,2,154,2,-1,0,0,no
60,5,0,1,no,2557,yes,no,0,2,2,415,1,-1,0,0,yes
31,3,1,0,no,338,no,no,0,2,2,155,2,-1,0,0,no
29,1,1,1,no,29,no,no,0,2,2,144,1,-1,0,0,no
27,10,1,0,no,1625,no,no,0,2,2,180,5,-1,0,0,no
36,0,0,0,no,-42,no,yes,0,2,2,521,2,193,2,2,no
33,1,1,1,no,5437,no,no,0,2,2,78,1,-1,0,0,no
33,3,0,0,no,3519,no,no,0,2,2,161,1,-1,0,0,no
45,9,0,1,no,40,yes,no,0,2,2,68,1,-1,0,0,no
43,1,0,1,no,0,no,no,0,2,2,319,2,-1,0,0,no
34,0,0,0,no,7,yes,yes,0,2,2,171,2,193,2,2,no
43,2,1,0,no,257,yes,no,0,2,2,64,2,-1,0,0,no
53,3,2,0,no,372,no,yes,0,2,2,126,2,-1,0,0,no
59,1,0,1,no,3401,no,no,0,2,2,111,1,-1,0,0,no
46,1,0,1,no,5261,no,no,0,2,2,215,1,-1,0,0,no
35,4,2,0,no,6,no,no,0,2,2,111,1,-1,0,0,no
26,10,1,0,no,2469,no,no,0,2,2,406,1,-1,0,0,no
49,6,0,1,no,147,no,yes,0,2,2,559,1,189,4,1,no
40,1,0,1,no,0,yes,no,0,2,2,279,1,-1,0,0,no
53,2,1,1,no,-167,yes,yes,0,2,2,289,1,-1,0,0,no
61,9,1,3,no,893,no,no,2,2,2,324,1,-1,0,0,no
36,8,0,0,no,608,yes,no,0,2,2,114,1,263,3,2,no
32,1,0,1,no,141,no,no,0,2,2,64,2,-1,0,0,no
42,1,0,0,no,0,yes,yes,0,2,2,854,1,-1,0,0,no
31,1,1,1,no,630,no,no,0,2,2,70,2,-1,0,0,no
28,10,1,0,no,689,no,no,0,2,2,36,1,-1,0,0,no
35,4,0,0,no,630,yes,no,0,2,2,134,1,271,2,1,no
28,8,1,1,no,0,no,no,2,2,2,39,1,-1,0,0,no
38,1,0,1,no,1308,yes,no,0,2,2,626,1,-1,0,0,yes
57,3,0,0,no,567,yes,no,0,2,2,87,2,265,3,2,no
33,7,0,1,no,606,yes,no,0,2,2,194,1,-1,0,0,no
58,5,0,0,no,1227,no,no,0,2,2,277,1,-1,0,0,no
26,10,1,0,no,5569,no,no,0,2,2,236,1,-1,0,0,no
41,1,0,0,no,0,yes,no,0,2,2,154,2,264,1,2,no
45,1,0,1,no,3857,yes,no,0,2,2,195,1,-1,0,0,no
43,0,0,0,no,1109,yes,no,0,2,2,115,3,264,2,1,no
60,0,0,0,no,272,no,no,0,2,2,421,1,-1,0,0,no
33,1,0,1,no,73,yes,no,0,2,2,214,1,-1,0,0,no
58,5,0,0,no,158,yes,yes,0,2,2,156,5,-1,0,0,no
45,8,0,2,no,0,yes,no,0,2,2,570,2,-1,0,0,no
38,3,2,0,no,485,yes,no,0,2,2,252,1,-1,0,0,no
29,1,1,1,no,642,no,no,0,2,2,156,3,-1,0,0,no
32,0,1,0,no,2142,no,no,0,2,2,406,1,-1,0,0,no
41,4,2,0,no,840,yes,no,0,2,2,938,1,-1,0,0,yes
27,0,0,2,no,0,no,no,2,2,2,45,1,-1,0,0,no
29,0,0,0,no,1074,no,no,0,2,2,153,1,-1,0,0,no
48,0,2,0,yes,-535,yes,no,0,2,2,115,2,187,2,1,no
39,1,0,3,no,1253,no,no,0,2,2,337,1,-1,0,0,no
58,1,2,1,no,5701,no,no,0,2,2,521,1,-1,0,0,yes
27,3,1,1,no,43,no,no,0,2,2,95,3,-1,0,0,no
48,4,0,0,no,22,no,no,0,2,2,429,2,-1,0,0,no
40,4,0,0,no,809,no,no,0,2,2,114,1,-1,0,0,no
31,8,1,2,no,1,no,no,0,2,2,19,6,-1,0,0,no
52,4,0,0,no,416,yes,no,0,2,2,198,2,-1,0,0,no
43,0,0,0,no,597,yes,no,0,2,2,87,1,263,1,1,no
38,2,1,0,no,103,yes,no,0,2,2,159,1,187,3,1,no
31,4,2,0,no,139,no,no,0,2,2,178,1,-1,0,0,no
31,1,1,0,no,783,yes,no,0,2,2,221,2,272,1,1,no
53,2,0,0,no,4930,no,yes,0,2,2,228,2,-1,0,0,no
32,1,1,0,no,453,yes,no,0,2,2,544,1,269,2,1,no
75,5,2,2,no,46,no,no,0,2,2,294,1,-1,0,0,no
37,2,0,0,no,494,yes,no,0,2,2,247,2,269,3,1,no
75,5,0,2,no,3324,no,no,0,2,2,149,1,-1,0,0,no
60,4,0,0,no,292,no,yes,0,2,2,260,5,195,4,1,no
61,1,0,1,no,6016,no,no,0,2,2,670,3,-1,0,0,yes
30,2,1,0,no,57,no,no,0,2,2,465,2,-1,0,0,no
48,0,1,2,no,8990,no,no,2,2,2,1790,2,-1,0,0,yes
32,3,1,1,no,2004,no,no,0,2,2,141,1,75,1,1,no
26,0,1,0,no,494,no,no,0,2,2,237,1,-1,0,0,no
38,1,0,1,no,1187,yes,yes,0,2,2,157,1,-1,0,0,no
29,0,0,0,no,321,yes,yes,0,2,2,102,2,-1,0,0,no
36,1,0,1,no,630,no,no,0,2,2,285,1,-1,0,0,yes
42,8,1,0,no,1523,yes,no,0,2,2,736,1,-1,0,0,no
57,1,0,0,no,123,no,no,0,2,2,154,2,-1,0,0,no
37,1,1,1,no,230,yes,yes,0,2,2,120,2,272,1,1,no
45,3,0,0,no,1214,yes,no,0,2,2,150,2,189,2,1,no
26,4,1,0,no,37,no,yes,0,2,2,219,5,-1,0,0,no
35,2,0,1,no,1526,yes,no,0,2,2,236,2,217,4,1,no
41,4,2,0,no,-376,yes,no,0,2,2,421,3,238,9,2,no
33,3,0,0,no,482,yes,no,0,2,2,249,1,-1,0,0,no
31,1,0,1,no,4015,yes,no,0,2,2,95,2,241,3,2,no
31,1,1,1,no,1017,no,no,0,2,2,83,1,-1,0,0,no
38,8,1,0,no,2876,no,no,0,2,2,245,2,-1,0,0,no
39,3,2,0,no,442,yes,no,0,2,2,204,2,257,2,2,no
56,7,0,0,no,5838,no,no,0,2,2,116,2,230,2,1,no
35,3,0,1,no,1145,yes,no,0,2,2,82,2,-1,0,0,no
33,0,1,0,no,123,no,no,0,2,2,175,2,-1,0,0,no
31,1,1,1,no,3283,no,no,0,2,2,258,1,73,1,1,yes
46,1,2,1,no,665,yes,no,0,2,2,158,2,207,1,2,no
31,2,0,0,no,671,no,no,0,2,2,119,2,175,2,1,no
30,6,1,1,no,432,yes,no,0,2,2,402,1,-1,0,0,yes
57,2,0,0,no,589,yes,no,0,2,2,223,1,76,4,1,no
26,2,1,1,no,15161,no,no,0,2,2,280,1,-1,0,0,yes
32,3,1,0,no,613,yes,no,0,2,2,88,1,-1,0,0,no
54,1,2,1,no,2037,no,no,0,2,2,96,1,-1,0,0,no
55,5,0,0,no,-185,no,yes,2,2,2,463,2,-1,0,0,no
67,5,0,1,no,2841,no,no,0,2,2,62,1,-1,0,0,no
53,1,0,1,no,1759,no,no,0,2,2,220,3,-1,0,0,no
30,3,1,0,no,3156,no,no,0,2,2,170,1,-1,0,0,no
29,3,1,0,no,-498,yes,no,0,2,2,99,3,227,14,1,no
46,2,0,3,no,304,no,no,0,2,2,202,2,-1,0,0,no
26,6,1,1,no,458,yes,yes,0,2,2,117,7,-1,0,0,no
37,2,1,1,no,-1,yes,no,0,2,2,223,2,200,7,2,no
38,3,1,0,no,569,yes,yes,0,2,2,164,2,272,2,1,no
28,1,1,1,no,233,no,no,2,2,2,51,2,-1,0,0,no
41,1,1,1,no,601,yes,yes,0,2,2,457,2,-1,0,0,no
49,8,0,2,no,157,yes,no,0,2,2,131,2,-1,0,0,no
36,1,1,3,no,601,no,no,0,2,2,237,2,-1,0,0,no
40,7,2,0,no,1247,yes,no,0,2,2,445,2,-1,0,0,no
43,3,1,0,no,-247,yes,yes,0,2,2,751,2,76,4,1,yes
34,2,0,0,no,4,yes,no,0,2,2,105,2,263,1,1,no
42,1,0,1,no,477,yes,no,0,2,2,413,2,242,3,1,no
39,4,0,0,no,52,no,no,2,2,2,1420,3,-1,0,0,yes
33,8,1,1,no,617,no,no,0,2,2,620,2,-1,0,0,no
53,2,0,0,no,598,no,no,0,2,2,340,3,264,2,1,no
27,2,1,3,no,0,yes,no,0,2,2,168,1,-1,0,0,no
39,7,0,1,no,4,yes,yes,0,2,2,871,4,-1,0,0,no
55,8,0,0,no,1339,no,no,0,2,2,299,2,-1,0,0,no
49,0,0,2,no,4,yes,yes,0,2,2,161,2,-1,0,0,no
47,2,0,0,no,1167,yes,no,0,2,2,139,3,73,2,3,no
57,5,0,0,no,485,no,no,0,2,2,79,2,187,2,1,no
83,5,0,1,no,6236,no,no,0,2,2,283,2,-1,0,0,no
39,0,0,2,no,541,yes,no,0,2,2,361,2,258,1,2,no
70,1,0,1,no,13297,no,no,0,2,2,579,2,-1,0,0,no
35,0,0,2,no,526,yes,no,0,2,2,914,2,-1,0,0,no
29,1,0,0,no,-420,yes,no,0,2,2,77,3,-1,0,0,no
48,0,1,2,no,623,yes,no,0,2,2,1425,2,-1,0,0,yes
32,1,1,1,no,739,yes,no,0,2,2,266,2,-1,0,0,no
31,1,2,1,no,0,no,no,0,2,2,269,2,-1,0,0,no
21,10,1,0,no,948,no,no,2,2,2,77,2,-1,0,0,no
46,0,0,2,no,977,no,yes,2,2,2,436,3,-1,0,0,yes
28,2,1,1,no,172,yes,yes,0,2,2,194,2,-1,0,0,no
41,0,2,2,no,320,yes,no,0,2,2,844,2,252,1,1,no
26,10,1,0,no,0,no,no,0,2,2,1223,2,-1,0,0,yes
52,3,0,0,no,2851,no,yes,2,2,2,35,1,-1,0,0,no
28,1,1,1,no,-328,yes,no,2,2,2,318,2,-1,0,0,no
43,1,0,2,no,73,no,no,0,2,2,182,2,-1,0,0,no
45,3,2,0,no,479,no,no,0,2,2,83,2,-1,0,0,no
36,3,0,0,no,304,yes,no,0,2,2,249,3,-1,0,0,no
51,4,0,0,no,615,no,no,0,2,2,1110,2,-1,0,0,no
45,3,0,0,yes,1,no,no,2,2,2,1028,2,207,1,2,no
39,1,0,1,no,588,yes,yes,0,2,2,2256,2,-1,0,0,no
51,2,0,0,no,100,no,no,0,2,2,467,2,-1,0,0,yes
40,0,0,0,yes,231,yes,no,0,2,2,69,3,-1,0,0,no
28,3,0,0,no,629,no,no,0,2,2,160,4,-1,0,0,no
38,2,0,0,no,581,yes,no,0,2,2,223,2,272,1,1,no
30,4,1,0,no,3485,no,no,0,2,2,142,2,-1,0,0,no
34,8,1,0,no,847,no,no,0,2,2,684,2,-1,0,0,no
32,2,1,1,no,1534,no,no,0,2,2,199,2,-1,0,0,no
47,7,2,0,no,186,no,no,0,2,2,112,2,-1,0,0,no
37,6,2,0,no,1082,no,no,0,2,2,127,3,5,5,2,no
46,0,0,0,no,-221,yes,yes,0,2,2,219,2,244,1,1,no
55,0,0,2,no,145,no,no,2,2,2,59,3,5,2,2,no
53,0,2,2,no,-1,yes,no,0,2,2,138,3,5,1,2,no
29,2,2,0,no,-95,yes,no,0,2,2,42,7,228,1,2,no
35,1,1,3,no,342,no,yes,0,2,2,427,4,-1,0,0,no
51,0,0,2,no,2095,yes,yes,0,2,2,438,4,-1,0,0,no
27,10,1,1,no,24,yes,no,0,2,2,344,2,-1,0,0,no
49,1,0,0,no,466,no,no,0,2,2,21,3,-1,0,0,no
33,4,0,0,no,317,yes,no,0,2,2,141,4,201,1,2,no
29,10,1,1,no,1679,no,no,0,2,2,485,2,-1,0,0,no
50,2,2,0,no,8,no,no,0,2,2,171,2,5,1,2,no
31,1,0,1,no,40,no,no,0,2,2,118,2,-1,0,0,no
44,2,2,1,no,245,yes,no,0,2,2,347,2,-1,0,0,no
46,2,0,0,no,317,yes,yes,0,2,2,24,7,250,1,1,no
37,2,0,1,no,0,yes,no,0,2,2,440,2,-1,0,0,no
48,1,0,1,no,7289,yes,no,0,2,2,316,3,-1,0,0,no
65,5,0,1,no,1948,no,no,0,2,2,102,2,-1,0,0,no
37,1,0,3,no,247,no,no,0,2,2,192,2,208,1,1,no
27,10,1,3,no,1444,no,no,0,2,2,248,2,-1,0,0,no
36,3,0,0,no,606,yes,no,0,2,2,102,2,-1,0,0,no
35,3,0,0,no,287,yes,no,0,2,2,115,3,245,8,1,no
58,5,2,0,no,8266,yes,no,0,2,2,98,2,271,1,1,no
46,2,0,0,no,1028,yes,no,0,2,2,96,2,208,1,1,no
55,3,1,0,yes,986,no,yes,0,2,2,12,3,-1,0,0,no
28,8,0,2,no,7459,yes,no,0,2,2,981,5,269,2,1,yes
40,2,2,0,no,93,no,no,0,2,2,123,2,-1,0,0,no
35,1,0,1,no,194,no,no,0,2,2,56,2,-1,0,0,no
37,3,0,0,no,2254,no,no,2,2,2,233,2,-1,0,0,no
59,7,2,0,no,0,no,yes,0,2,2,69,2,-1,0,0,no
50,2,2,0,no,0,no,no,0,2,2,91,2,-1,0,0,no
65,5,0,2,no,1343,no,no,2,2,2,468,2,-1,0,0,no
55,0,0,0,no,754,no,no,0,2,2,218,3,-1,0,0,no
49,2,0,0,no,1811,yes,yes,0,2,2,168,2,245,1,2,no
65,5,0,1,no,162,no,no,0,2,2,141,2,-1,0,0,no
52,4,0,0,no,820,yes,no,0,2,2,135,2,-1,0,0,no
35,0,0,2,no,0,yes,yes,0,2,2,698,2,271,2,2,no
35,3,0,0,no,220,yes,no,0,2,2,153,4,244,13,1,no
33,1,1,1,no,0,yes,no,0,2,2,116,3,-1,0,0,no
39,2,1,1,no,5803,no,no,0,2,2,83,3,-1,0,0,no
29,1,1,1,no,2439,no,no,0,2,2,263,2,-1,0,0,no
37,1,0,1,no,751,yes,no,0,2,2,186,4,-1,0,0,no
42,1,0,1,no,11093,no,no,0,2,2,156,2,-1,0,0,no
37,2,0,0,no,318,no,no,0,2,2,167,1,187,2,1,no
31,1,1,1,no,112,yes,no,0,2,2,159,2,271,1,1,no
31,1,1,1,no,3295,no,no,0,2,2,845,2,-1,0,0,no
37,1,0,1,no,4089,yes,no,0,2,2,289,2,174,4,2,yes
37,0,0,2,no,643,yes,yes,0,2,2,81,3,269,3,2,no
42,0,0,2,no,718,no,no,0,2,2,556,2,-1,0,0,no
45,2,0,0,no,0,yes,yes,2,2,2,111,2,208,1,1,no
54,1,0,1,no,67,yes,no,0,2,2,161,3,73,1,2,no
35,2,0,1,no,633,yes,yes,0,2,2,76,3,5,3,2,no
31,4,1,1,no,620,no,no,0,2,2,189,1,-1,0,0,no
39,0,1,0,no,-480,yes,yes,0,2,2,147,2,252,3,2,no
42,4,0,2,no,124,yes,no,0,2,2,164,2,262,2,1,no
29,2,1,0,no,286,no,no,2,2,2,70,2,-1,0,0,no
33,4,2,0,no,69,yes,no,0,2,2,300,2,-1,0,0,no
33,1,1,1,no,153,yes,no,0,2,2,405,1,-1,0,0,no
36,1,0,1,no,806,yes,no,0,3,2,106,2,259,1,1,no
34,3,2,0,no,66,no,no,0,3,2,11,6,-1,0,0,no
54,2,2,0,no,0,yes,yes,0,3,2,62,2,203,5,1,no
49,1,2,1,no,4961,yes,no,0,3,2,298,2,231,1,1,no
36,4,1,0,no,528,no,no,0,3,2,225,2,-1,0,0,no
47,4,0,0,no,1160,yes,no,0,3,2,117,2,221,4,1,no
33,4,0,0,no,312,yes,yes,0,3,2,7,8,-1,0,0,no
35,1,1,1,no,539,yes,no,0,3,2,198,2,267,1,2,no
41,0,0,0,no,0,yes,no,0,3,2,182,2,-1,0,0,no
26,4,1,1,no,2803,no,no,0,3,2,11,7,-1,0,0,no
36,4,1,0,no,774,yes,no,0,3,2,231,2,259,1,1,no
33,1,0,1,no,644,yes,yes,0,3,2,124,2,271,2,1,no
36,4,1,0,no,5315,yes,no,0,3,2,43,4,-1,0,0,no
60,5,0,0,no,0,no,no,0,3,2,149,1,-1,0,0,no
59,9,0,2,no,182,no,no,0,3,2,133,1,-1,0,0,no
60,4,0,0,no,594,yes,no,0,3,2,35,7,265,5,2,no
33,1,0,1,no,0,no,no,0,3,2,624,1,-1,0,0,no
36,0,0,0,no,414,no,no,0,3,2,136,3,-1,0,0,no
54,0,0,0,no,5372,yes,no,2,3,2,221,2,-1,0,0,no
25,1,1,1,no,2305,no,no,0,3,2,207,1,-1,0,0,no
26,1,1,1,no,1720,no,no,0,3,2,383,1,-1,0,0,no
53,0,0,0,no,6112,no,no,0,3,2,211,1,-1,0,0,yes
31,0,0,1,no,433,no,yes,0,3,2,114,1,-1,0,0,no
32,6,0,1,no,428,no,yes,0,3,2,142,2,-1,0,0,no
43,4,1,0,no,21,no,no,0,3,2,203,3,-1,0,0,no
31,3,1,0,no,8626,no,no,0,3,2,155,1,-1,0,0,no
53,2,0,0,no,5797,yes,no,0,3,2,267,4,-1,0,0,no
51,4,0,0,no,867,yes,no,0,3,2,177,2,211,3,1,no
25,2,1,0,no,582,no,yes,0,3,2,438,1,-1,0,0,no
36,1,1,1,no,-679,yes,yes,0,3,2,110,1,-1,0,0,no
40,3,1,0,no,5061,no,yes,0,3,2,63,2,-1,0,0,no
43,2,0,0,no,308,yes,no,0,3,2,137,3,264,4,2,no
31,2,1,0,no,863,yes,no,0,3,2,146,1,263,5,3,no
48,2,0,0,no,197,no,yes,0,3,2,47,2,222,3,2,no
34,4,0,2,no,285,yes,no,0,3,2,625,4,-1,0,0,no
32,4,0,0,no,414,yes,no,0,3,2,236,2,272,1,1,no
50,9,1,2,no,1158,yes,no,0,3,2,116,3,265,3,1,no
37,9,0,0,no,12939,yes,yes,0,3,2,77,3,202,9,1,no
54,5,0,2,no,117,no,no,0,3,2,165,3,-1,0,0,no
29,2,1,1,no,1669,no,no,0,3,2,297,1,-1,0,0,yes
57,3,0,0,no,169,no,no,0,3,2,369,1,-1,0,0,yes
46,0,0,0,no,1232,no,yes,0,3,2,300,3,195,8,2,no
55,5,0,1,no,8037,no,no,0,3,2,114,2,-1,0,0,no
43,4,2,0,no,553,yes,no,2,3,2,362,2,-1,0,0,no
34,3,0,0,no,-142,yes,no,0,3,2,107,3,-1,0,0,no
25,3,1,0,no,483,no,yes,0,3,2,189,1,-1,0,0,yes
28,4,1,0,no,387,no,no,0,3,2,158,5,-1,0,0,no
35,4,0,0,no,1659,yes,no,0,3,2,149,3,215,1,1,no
50,2,0,1,no,199,yes,yes,0,3,2,116,2,253,1,1,no
34,0,1,2,no,517,no,yes,0,3,2,330,2,-1,0,0,no
58,5,0,2,no,3401,yes,no,0,3,2,84,3,265,2,1,no
41,1,1,1,no,572,yes,no,0,3,2,419,2,271,2,1,no
31,1,1,1,no,2915,no,no,0,3,2,211,1,-1,0,0,no
54,2,2,0,no,2749,yes,no,0,3,2,341,2,-1,0,0,no
32,3,1,3,no,393,no,no,0,3,2,169,2,-1,0,0,no
68,5,2,2,no,250,no,no,0,3,2,360,1,-1,0,0,yes
28,7,0,1,no,59,no,no,0,3,2,330,3,190,6,1,no
30,0,0,0,no,363,yes,no,0,3,2,165,1,-1,0,0,no
47,7,0,1,no,8118,no,no,0,3,2,326,3,-1,0,0,no
28,3,1,1,no,282,yes,yes,0,3,2,329,1,-1,0,0,no
27,2,1,0,no,1235,no,no,0,3,2,191,1,-1,0,0,no
47,0,1,0,no,152,yes,no,0,3,2,193,3,271,4,1,no
43,0,0,0,yes,128,yes,no,0,3,2,71,1,-1,0,0,no
29,2,1,0,no,307,yes,no,0,3,2,216,1,-1,0,0,no
32,0,0,2,no,329,yes,no,0,3,2,321,1,-1,0,0,no
34,2,0,0,no,2467,no,no,0,3,2,368,1,-1,0,0,no
31,4,0,2,no,997,yes,no,0,3,2,256,1,190,3,1,no
35,3,1,0,no,0,yes,no,0,3,2,80,1,273,1,1,no
50,0,1,2,no,1558,yes,no,0,3,2,294,1,265,1,2,no
32,0,0,0,no,4471,yes,no,0,3,2,197,1,270,2,1,no
33,2,1,1,no,390,yes,no,0,3,2,161,1,256,1,1,no
29,2,1,1,no,323,no,no,0,3,2,118,1,-1,0,0,no
29,4,0,0,no,222,yes,no,0,3,2,197,1,250,23,1,no
44,8,0,2,no,1617,no,no,2,3,2,56,1,-1,0,0,no
29,10,1,1,no,246,no,no,0,3,2,269,1,-1,0,0,no
43,0,2,2,no,177,no,no,0,3,2,124,1,-1,0,0,no
27,8,1,2,no,1088,no,no,0,3,2,201,1,-1,0,0,no
35,8,1,2,no,483,no,no,0,3,2,115,1,-1,0,0,no
26,8,1,1,no,2170,no,no,0,3,2,317,1,-1,0,0,no
36,8,1,1,no,1291,no,no,0,3,2,298,1,-1,0,0,yes
51,2,2,0,no,1096,no,no,0,3,2,138,1,-1,0,0,no
59,2,2,0,no,2735,no,no,0,3,2,213,2,-1,0,0,no
56,0,0,2,no,151,no,no,0,3,2,128,1,-1,0,0,no
31,8,1,1,no,1489,yes,no,0,3,2,678,1,-1,0,0,no
34,1,0,1,no,0,yes,no,0,3,2,251,1,-1,0,0,yes
34,2,0,0,no,883,no,no,2,3,2,166,2,173,3,1,no
33,6,0,1,no,483,yes,no,0,3,2,280,2,-1,0,0,no
29,3,2,0,no,120,no,yes,0,3,2,197,1,-1,0,0,no
34,3,2,0,no,-75,no,no,0,3,2,151,1,-1,0,0,no
32,8,1,1,no,507,no,no,0,3,2,362,1,-1,0,0,no
56,1,0,2,no,0,no,no,0,3,2,996,1,-1,0,0,yes
38,2,2,0,no,902,yes,no,0,3,2,650,1,-1,0,0,yes
39,0,0,2,no,118,no,no,0,3,2,906,1,-1,0,0,yes
48,8,2,0,no,1266,yes,no,2,3,2,45,1,-1,0,0,no
26,1,1,1,no,159,no,no,0,3,2,589,1,-1,0,0,no
31,10,1,3,no,640,no,no,0,3,2,92,1,-1,0,0,no
54,2,2,0,no,2156,yes,no,0,3,2,261,1,195,4,1,yes
40,3,0,0,no,0,yes,no,0,3,2,561,1,201,1,1,no
56,8,0,2,no,5496,yes,no,0,3,2,330,3,-1,0,0,no
65,5,0,1,no,1153,no,no,0,3,2,224,1,-1,0,0,no
50,7,0,1,no,2442,no,no,0,3,2,145,1,-1,0,0,no
32,1,1,1,no,2360,no,no,0,3,2,152,2,160,5,2,yes
59,8,2,0,no,2921,no,no,2,3,2,251,1,-1,0,0,no
59,8,2,0,no,44134,no,no,0,3,2,117,1,-1,0,0,no
64,5,0,0,no,1176,no,no,0,3,2,104,1,-1,0,0,no
30,7,0,0,no,1013,yes,no,0,3,2,24,9,-1,0,0,no
41,0,0,2,no,201,yes,no,0,3,2,157,1,-1,0,0,yes
31,3,1,0,no,757,no,no,0,3,2,343,2,-1,0,0,no
27,10,1,1,no,32,no,no,0,3,2,239,1,-1,0,0,no
27,1,1,0,no,924,yes,no,0,3,2,84,1,-1,0,0,no
48,3,0,2,no,3,yes,no,0,3,2,69,1,252,4,1,no
43,2,0,1,no,0,no,no,0,3,2,132,1,-1,0,0,no
26,8,1,1,no,23494,no,no,0,3,2,136,1,-1,0,0,no
48,2,1,0,no,-92,yes,no,0,3,2,1393,1,-1,0,0,yes
59,5,2,0,no,514,no,no,0,3,2,261,1,-1,0,0,yes
54,1,0,1,no,1303,no,no,0,3,2,1635,1,-1,0,0,yes
44,8,0,0,no,6178,no,no,0,3,2,213,3,-1,0,0,no
31,3,0,0,no,-106,yes,no,0,3,2,258,4,-1,0,0,no
52,4,0,2,no,3016,yes,yes,0,3,2,142,1,-1,0,0,no
51,1,0,1,no,2814,no,no,0,3,2,178,1,-1,0,0,no
32,0,0,0,no,320,yes,yes,0,3,2,22,4,-1,0,0,no
33,0,0,0,yes,-266,yes,yes,0,3,2,16,7,-1,0,0,no
32,9,0,1,no,357,yes,no,0,3,2,133,3,77,2,1,no
33,4,0,1,no,546,yes,yes,0,3,2,54,2,270,1,1,no
45,11,0,3,no,19706,yes,no,0,3,2,419,3,-1,0,0,no
51,0,0,2,no,377,yes,no,2,3,2,143,4,272,1,1,no
52,7,2,1,no,199,yes,yes,0,3,2,373,1,236,2,1,no
41,1,0,1,no,0,no,no,0,3,2,858,1,-1,0,0,no
35,1,1,1,no,1891,yes,no,0,3,2,188,3,270,5,1,no
58,0,2,2,no,835,no,no,2,3,2,296,1,-1,0,0,no
34,2,0,0,no,427,no,no,0,3,2,192,1,-1,0,0,no
52,0,1,3,no,1785,no,no,0,3,2,168,2,-1,0,0,no
38,2,1,0,no,325,no,no,0,3,2,14,6,196,2,2,no
28,8,1,0,no,3463,no,no,0,3,2,64,1,-1,0,0,no
53,0,0,2,no,751,yes,no,0,3,2,1528,2,-1,0,0,yes
41,8,0,0,no,2081,yes,no,0,3,2,53,3,-1,0,0,no
31,0,0,2,no,124,yes,no,0,3,2,343,1,264,4,1,no
28,0,1,0,no,2700,no,no,0,3,2,337,4,-1,0,0,no
26,0,1,0,no,450,no,yes,0,3,2,542,1,-1,0,0,no
49,3,0,0,no,1403,no,no,0,3,2,124,2,180,2,1,no
29,1,0,1,no,877,no,no,0,3,2,166,3,-1,0,0,no
28,2,1,0,no,122,no,no,0,3,2,155,4,-1,0,0,no
36,3,0,0,no,587,no,no,0,3,2,248,2,-1,0,0,no
28,2,0,0,no,679,no,yes,0,3,2,406,3,-1,0,0,no
38,2,1,1,no,1369,yes,no,0,3,2,841,3,-1,0,0,no
34,7,1,1,no,1295,yes,no,0,3,2,246,1,-1,0,0,no
39,0,0,2,no,710,no,no,0,3,2,14,6,-1,0,0,no
37,2,0,0,no,1116,yes,no,0,3,2,18,6,201,7,2,no
39,0,0,0,no,661,yes,no,0,3,2,84,4,267,4,1,no
33,1,1,1,no,1724,no,no,0,3,2,252,6,-1,0,0,no
32,1,1,0,no,-515,yes,yes,0,3,2,19,6,-1,0,0,no
52,0,1,0,no,894,no,yes,0,3,2,363,2,-1,0,0,no
32,1,0,1,no,422,yes,no,0,3,2,182,5,-1,0,0,no
55,1,0,0,no,964,no,no,0,3,2,66,3,-1,0,0,no
34,9,0,0,no,520,yes,no,0,3,2,22,6,-1,0,0,no
46,1,0,1,no,-319,yes,no,0,3,2,80,1,256,1,1,no
26,2,1,0,no,-168,no,yes,0,3,2,246,1,-1,0,0,no
30,1,1,1,no,409,no,no,0,3,2,31,6,-1,0,0,no
32,4,0,0,no,1844,yes,yes,0,3,2,158,4,201,6,1,no
44,4,0,2,no,764,no,no,0,3,2,224,1,-1,0,0,no
38,3,0,0,no,384,no,no,0,3,2,387,1,-1,0,0,no
30,3,0,0,no,490,yes,no,0,3,2,82,6,251,4,2,no
42,4,1,0,yes,58,no,no,0,3,2,428,1,-1,0,0,no
30,2,1,0,no,151,no,no,0,3,2,276,2,-1,0,0,no
29,6,1,1,no,300,no,no,0,3,2,125,1,-1,0,0,no
33,10,1,0,no,1883,yes,no,0,3,2,121,5,256,1,1,no
31,0,0,2,no,845,no,no,0,3,2,148,2,-1,0,0,no
31,2,1,1,no,1214,no,no,0,3,2,39,1,-1,0,0,no
32,8,1,1,no,5874,no,no,0,3,2,298,1,-1,0,0,no
36,0,2,2,no,102,no,no,0,3,2,306,2,-1,0,0,no
48,0,1,0,no,312,yes,yes,0,3,2,369,2,-1,0,0,no
